id_ctzc;ecld_chefe_fmla;prfr_eqpt_csmr_menos_ee;dslg_tv_qund_n_esta_usdo;evita_eqpt_sb;porta_jnla_fcdo_usar_arcd;dslg_arcd_qund_fora_abte;evita_longo_banho_ce;usa_ce_posc_verao_ecnz_ee;evita_gldr_abta;n_guad_almt_qent_e_dstd_gldr;rglr_tmtt_gldr_cfrm_etac;n_seca_roupa_gldr;mntm_brch_gldr_bom_estd;usar_mdl_smnt_qund_cpcd_maxm;acml_roupa_pssr;dslg_fp_qund_encr_svco;usar_tmpr_idca_tcdo_fp;prfr_lmpd_led_frct;evita_ligar_lmpd_drte_dia;dslg_lmpd_abte_dcpd;elmn_pblm_itlc_eltc;rcbe_info_ecnz_ee;gtra_rcbr_info_ecnz_ee
121;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
122;Médio completo/Superior incompleto;Raramente;Sempre;Sempre;;;;;Sempre;Normalmente;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Não;Sim
123;Fundamental completo/Médio incompleto;Sempre;Sempre;Raramente;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
124;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Raramente;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
125;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;Normalmente;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
126;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Normalmente;;;Normalmente;Raramente;Nunca;Raramente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sim;
127;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Nunca;Nunca;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Raramente;Raramente;Sim;
128;Superior completo;Sempre;Raramente;Normalmente;Sempre;Sempre;;;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
129;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Sempre;Normalmente;Normalmente;Sempre;Nunca;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sim;
130;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Nunca;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sim;
131;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;Sempre;Normalmente;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
132;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Sempre;Raramente;Nunca;Sempre;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;Nunca;Sim;
133;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Raramente;Nunca;Sempre;Sempre;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
134;Analfabeto / Fundamental I incompleto;Sempre;Normalmente;Sempre;Sempre;Raramente;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sim;
135;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
136;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sim;
137;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
138;Médio completo/Superior incompleto;Normalmente;N/A;Sempre;;;;;Normalmente;Nunca;Sempre;Nunca;Raramente;N/A;N/A;N/A;N/A;Raramente;Raramente;Sempre;Sempre;Não;Sim
139;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Não;Sim
140;Superior completo;Sempre;N/A;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
141;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;;;Normalmente;Nunca;Nunca;Nunca;Nunca;N/A;N/A;N/A;N/A;Normalmente;Nunca;Sempre;Sempre;Não;Sim
142;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Sempre;Raramente;Nunca;Nunca;Normalmente;Normalmente;N/A;N/A;Normalmente;Normalmente;Normalmente;Normalmente;Não;Sim
143;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;N/A;N/A;;;Sempre;Sempre;Raramente;Sempre;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
144;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
145;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
146;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
147;Analfabeto / Fundamental I incompleto;Normalmente;Sempre;Sempre;;;;;Normalmente;Nunca;Sempre;Nunca;Raramente;N/A;N/A;N/A;N/A;Sempre;Sempre;Normalmente;Sempre;Não;Sim
148;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Nunca;Nunca;Nunca;Raramente;N/A;N/A;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
149;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Nunca;Nunca;Nunca;Raramente;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
150;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Nunca;Raramente;Nunca;Nunca;Raramente;Raramente;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
151;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Raramente;Sempre;N/A;Sempre;Sempre;Sempre;Raramente;Não;Sim
153;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
154;Fundamental I completo / Fundamental II incompleto;Raramente;Raramente;Raramente;;;;;Raramente;Normalmente;Nunca;Sempre;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Nunca;N/A;Raramente;Sim;
155;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
156;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Normalmente;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
157;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
158;Médio completo/Superior incompleto;Sempre;N/A;Normalmente;;;;;N/A;Nunca;Raramente;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Não;Sim
159;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Raramente;Raramente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Normalmente;Normalmente;Raramente;Não;Sim
160;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
161;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
162;Médio completo/Superior incompleto;Sempre;Sempre;Nunca;;;;;Nunca;Nunca;Normalmente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
163;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
164;Analfabeto / Fundamental I incompleto;Raramente;N/A;Sempre;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Raramente;Sim;
165;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
166;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;;;Normalmente;Nunca;Normalmente;Nunca;Nunca;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Não;Sim
167;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Raramente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Raramente;Não;Sim
168;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
169;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Raramente;Nunca;Normalmente;Nunca;Normalmente;N/A;N/A;N/A;N/A;Sempre;Normalmente;Sempre;Sempre;Sim;
170;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
171;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
172;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Nunca;Normalmente;Nunca;Normalmente;Sempre;Normalmente;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
173;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
174;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
175;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Nunca;Sempre;Nunca;Normalmente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
176;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
177;Superior completo;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
178;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
179;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;N/A;N/A;Sempre;Sempre;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
180;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
181;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
182;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Raramente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
183;Fundamental completo/Médio incompleto;Sempre;Raramente;Sempre;;;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
184;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
185;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
186;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Não sabe/não responde;Não
187;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
188;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Sempre;N/A;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
189;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Raramente;Normalmente;Sempre;Sempre;Raramente;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Não;Sim
190;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Raramente;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
191;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Raramente;Sempre;Sempre;Normalmente;Sim;
192;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Raramente;Sempre;Sempre;Sempre;Sim;
193;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Sempre;Raramente;N/A;Normalmente;Sempre;Nunca;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sim;
194;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Raramente;Nunca;Sempre;N/A;Raramente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Não;Sim
195;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Raramente;Sempre;Sempre;Sempre;Não;Sim
196;Superior completo;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Nunca;Normalmente;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
197;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
198;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Nunca;N/A;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
199;Médio completo/Superior incompleto;Sempre;Nunca;N/A;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
200;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
201;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
202;Fundamental I completo / Fundamental II incompleto;Sempre;N/A;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Não;Sim
203;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Sempre;Sempre;Sempre;Sim;
204;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Raramente;Sempre;Nunca;Raramente;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sim;
205;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Raramente;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Não;Sim
206;Médio completo/Superior incompleto;Sempre;N/A;Sempre;Sempre;Sempre;;;Nunca;Sempre;Sempre;N/A;Normalmente;Nunca;Raramente;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
207;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Sempre;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Raramente;Não;Sim
208;Superior completo;Sempre;Raramente;Nunca;Sempre;Normalmente;;;Sempre;Nunca;Nunca;Nunca;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Não;Sim
209;Superior completo;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Normalmente;Nunca;Sempre;Normalmente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Raramente;Sim;
210;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
211;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Nunca;Raramente;Nunca;Nunca;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
212;Fundamental completo/Médio incompleto;Sempre;Sempre;Raramente;Sempre;Sempre;;;N/A;N/A;N/A;Normalmente;Nunca;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
213;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;N/A;N/A;;;Sempre;Normalmente;Nunca;Nunca;Nunca;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
214;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Raramente;Nunca;Normalmente;Raramente;Normalmente;Raramente;Raramente;Raramente;Sempre;Normalmente;Sempre;Normalmente;Não;Sim
215;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;;;N/A;Nunca;Raramente;Nunca;Sempre;N/A;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Sim;
216;Médio completo/Superior incompleto;Sempre;Normalmente;Raramente;Raramente;Sempre;;;Normalmente;Sempre;Nunca;Nunca;Normalmente;Sempre;Nunca;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Raramente;Não;Sim
217;Superior completo;Sempre;Sempre;Raramente;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Nunca;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sim;
218;Superior completo;Sempre;Sempre;Nunca;;;;;N/A;Normalmente;Raramente;Raramente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
219;Médio completo/Superior incompleto;Sempre;Normalmente;Nunca;;;;;Sempre;Normalmente;Nunca;Nunca;Raramente;Normalmente;Normalmente;Normalmente;N/A;Sempre;Sempre;Normalmente;Normalmente;Não;Sim
220;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;N/A;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
221;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sempre;Sempre;Normalmente;Sempre;Não;Sim
222;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
223;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;Raramente;Raramente;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
224;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Nunca;Nunca;Nunca;Nunca;Normalmente;Raramente;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Sim;
225;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;N/A;N/A;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
226;Fundamental completo/Médio incompleto;Normalmente;Raramente;Nunca;;;;;Sempre;Raramente;Nunca;Sempre;Normalmente;N/A;N/A;N/A;N/A;Normalmente;Sempre;Nunca;Raramente;Não;Sim
227;Médio completo/Superior incompleto;Sempre;Raramente;Normalmente;;;;;Sempre;Sempre;Raramente;Raramente;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Raramente;Não;Sim
228;Médio completo/Superior incompleto;Sempre;N/A;Normalmente;;;;;Normalmente;Nunca;Raramente;Nunca;Nunca;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Não;Sim
229;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Raramente;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
230;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Raramente;Raramente;Raramente;Raramente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
231;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;;;Normalmente;Nunca;Raramente;Nunca;Raramente;Normalmente;Raramente;Normalmente;Raramente;Sempre;Sempre;Normalmente;Sempre;Não;Sim
232;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Sempre;Nunca;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
233;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;Sempre;Raramente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
234;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
235;Superior completo;Sempre;Normalmente;Sempre;;;;;Normalmente;Nunca;Sempre;Nunca;Nunca;N/A;Raramente;Raramente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
236;Superior completo;Sempre;Normalmente;Raramente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Raramente;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
237;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Nunca;Sempre;Sempre;;;N/A;N/A;Raramente;Nunca;Normalmente;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Raramente;Não;Sim
238;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
239;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
240;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
241;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
242;Médio completo/Superior incompleto;Sempre;Raramente;Raramente;Sempre;Raramente;;;Sempre;Sempre;Sempre;Raramente;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
243;Fundamental I completo / Fundamental II incompleto;Sempre;Raramente;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
244;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
